2,1,0.3
2,2,0.4
2,3,0.45
2,4,0.483333333
2,5,0.508333333
2,6,0.528333333
2,1,0.545
2,2,0.559285714
2,3,0.571785714
2,4,0.582896825
2,5,0.592896825
2,6,0.601987734
2,1,0.610321068
2,2,0.618013376
2,3,0.625156233
2,4,0.631822899
2,5,0.638072899
2,6,0.643955252
2,1,0.649510808
2,2,0.654773966
2,3,0.659773966
2,4,0.66453587
2,5,0.669081325
2,6,0.673429151
2,1,0.677595818
2,2,0.681595818
2,3,0.685441972
2,4,0.689145675
2,5,0.692717104
2,6,0.69616538
2,1,0.699498713
2,2,0.70272452
2,3,0.70584952
2,4,0.708879823
2,5,0.711820999
2,6,0.714678142
2,1,0.71745592
2,2,0.720158622
2,3,0.722790201
2,4,0.725354304
2,5,0.727854304
2,6,0.730293328
2,1,0.732674281
2,2,0.734999862
2,3,0.737272589
2,4,0.739494812
2,5,0.741668725
2,6,0.743796384
2,1,0.745879718
2,2,0.747920534
2,3,0.749920534
2,4,0.751881318
2,5,0.753804395
2,6,0.755691188
2,1,0.757543039
2,2,0.759361221
2,3,0.761146935
2,4,0.762901321
2,5,0.764625459
2,6,0.766320375
2,1,0.767987041
2,2,0.769626386
2,3,0.771239289
2,4,0.77282659
2,5,0.77438909
2,6,0.775927552
2,1,0.777442703
2,2,0.778935241
2,3,0.780405829
2,4,0.781855104
2,5,0.783283676
2,6,0.784692126
2,1,0.786081015
2,2,0.787450878
2,3,0.78880223
2,4,0.790135563
2,5,0.791451353
2,6,0.792750054
2,1,0.794032105
2,2,0.795297928
2,3,0.796547928
2,4,0.797782496
2,5,0.799002008
2,6,0.800206827
2,1,0.801397303
2,2,0.802573774
2,3,0.803736565
2,4,0.80488599
2,5,0.806022354
2,6,0.807145949
2,1,0.80825706
2,2,0.809355961
2,3,0.810442918
2,4,0.811518187
2,5,0.812582017
2,6,0.813634648
2,1,0.814676315
2,2,0.815707243
2,3,0.816727651
2,4,0.817737752
2,5,0.818737752
2,6,0.819727851
2,1,0.820708243
2,2,0.821679117
2,3,0.822640655
2,4,0.823593036
2,5,0.824536432
2,6,0.825471012
