1,1,0.1
1,1,0.12334
1,1,0.14649
1,1,0.1674
1,1,0.18887
1,1,0.2112
1,1,0.23309
1,1,0.25782
1,1,0.28025
1,1,0.30269
1,1,0.32372
1,1,0.34423
1,1,0.36706
1,1,0.38879
1,1,0.41146
1,1,0.43249
1,1,0.45543
1,1,0.47539
1,1,0.49906
1,1,0.52194
1,1,0.54401
1,1,0.56469
1,1,0.5862
1,1,0.60843
1,1,0.63171
1,1,0.65253
1,1,0.6759
1,1,0.70089
1,1,0.7223
1,1,0.74476
1,1,0.76599
1,1,0.78606
1,1,0.80963
1,1,0.83234
1,1,0.85373
1,1,0.8758
1,1,0.8975
1,1,0.91785
1,1,0.93664
1,1,0.95854
1,1,0.97998
1,1,1.0013
1,1,1.0223
1,1,1.0423
1,1,1.0637
1,1,1.0858
1,1,1.1066
1,1,1.129
1,1,1.1507
1,1,1.1725
1,1,1.1929
1,1,1.214
1,1,1.2364
1,1,1.2575
1,1,1.2796
1,1,1.3037
1,1,1.3266
1,1,1.3497
1,1,1.3742
1,1,1.3974
1,1,1.4198
1,1,1.4439
1,1,1.4649
1,1,1.4861
1,1,1.5102
1,1,1.5327
1,1,1.5546
1,1,1.5771
1,1,1.5987
1,1,1.6203
1,1,1.6419
1,1,1.6632
1,1,1.6841
1,1,1.706
1,1,1.7273
1,1,1.7509
1,1,1.7731
1,1,1.7962
1,1,1.818
1,1,1.8398
1,1,1.8631
1,1,1.8867
1,1,1.9087
1,1,1.9325
1,1,1.955
1,1,1.9773
1,1,2.0017
1,1,2.0253
1,1,2.0483
1,1,2.0707
1,1,2.092
1,1,2.1139
1,1,2.1378
1,1,2.1575
1,1,2.1788
1,1,2.2005
1,1,2.2226
1,1,2.2426
1,1,2.2652
1,1,2.2879
1,1,2.3088
1,1,2.3305
1,1,2.3511
1,1,2.3749
1,1,2.3972
1,1,2.4189
1,1,2.4398
1,1,2.4619
1,1,2.4857
1,1,2.5079
1,1,2.5303
1,1,2.5509
1,1,2.5731
1,1,2.5959
1,1,2.6163
1,1,2.6395
1,1,2.6641
1,1,2.6844
1,1,2.7041
1,1,2.7259
1,1,2.7487
1,1,2.7706
1,1,2.7924
1,1,2.8143
1,1,2.8351
1,1,2.8552
1,1,2.8789
1,1,2.9012
1,1,2.9219
1,1,2.945
1,1,2.9655
1,1,2.9873
1,1,3.0101
1,1,3.0311
1,1,3.0527
1,1,3.0747
1,1,3.0988
1,1,3.1212
1,1,3.1427
1,1,3.1644
1,1,3.1861
1,1,3.2095
1,1,3.2311
1,1,3.2522
1,1,3.2744
1,1,3.2963
1,1,3.3191
1,1,3.3421
1,1,3.3652
1,1,3.3879
1,1,3.4105
1,1,3.4346
1,1,3.4552
1,1,3.4768
1,1,3.4969
1,1,3.5199
1,1,3.5418
1,1,3.5635
1,1,3.5835
1,1,3.6057
1,1,3.6273
1,1,3.6478
1,1,3.6685
1,1,3.6896
1,1,3.7113
1,1,3.7314
1,1,3.7532
1,1,3.7758
1,1,3.7973
1,1,3.8185
1,1,3.8408
1,1,3.864
1,1,3.8854
1,1,3.9069
1,1,3.9272
1,1,3.9481
1,1,3.9707
1,1,3.9926
1,1,4.0154
1,1,4.038
1,1,4.0604
1,1,4.0832
1,1,4.1068
1,1,4.1294
1,1,4.1518
1,1,4.1737
1,1,4.1943
1,1,4.2157
1,1,4.238
1,1,4.2588
1,1,4.2812
1,1,4.3035
1,1,4.3256
1,1,4.3479
1,1,4.3698
1,1,4.3918
1,1,4.4137
1,1,4.4367
1,1,4.4585
1,1,4.4776
1,1,4.499
1,1,4.5212
1,1,4.5442
1,1,4.5676
1,1,4.5886
1,1,4.6114
1,1,4.6336
1,1,4.6553
1,1,4.6773
1,1,4.6992
1,1,4.7213
1,1,4.7435
1,1,4.7647
1,1,4.7855
1,1,4.8085
1,1,4.8302
1,1,4.8537
1,1,4.8747
1,1,4.896
1,1,4.9195
1,1,4.943
1,1,4.9638
1,1,4.986
1,1,5.0094
1,1,5.0328
1,1,5.0534
1,1,5.0771
1,1,5.0998
