1,1,0.1
1,1,0.16912
1,1,0.23925
1,1,0.31029
1,1,0.38186
1,1,0.45343
1,1,0.52501
1,1,0.59316
1,1,0.6637
1,1,0.72513
1,1,0.79032
1,1,0.86371
1,1,0.93065
1,1,1.001
1,1,1.0755
1,1,1.1416
1,1,1.2075
1,1,1.2751
1,1,1.3458
1,1,1.4143
1,1,1.4802
1,1,1.544
1,1,1.6119
1,1,1.6804
1,1,1.7478
1,1,1.8161
1,1,1.8815
1,1,1.9527
1,1,2.0144
1,1,2.0841
1,1,2.1556
1,1,2.2219
1,1,2.291
1,1,2.3612
1,1,2.4283
1,1,2.4975
1,1,2.5682
1,1,2.6341
1,1,2.7063
1,1,2.7793
1,1,2.8496
1,1,2.9189
1,1,2.9841
1,1,3.055
1,1,3.1201
1,1,3.1948
1,1,3.2659
1,1,3.336
1,1,3.4039
1,1,3.4656
1,1,3.5307
1,1,3.6012
1,1,3.6787
1,1,3.7505
1,1,3.8208
1,1,3.8882
1,1,3.9578
1,1,4.0304
1,1,4.0988
1,1,4.1745
1,1,4.2395
1,1,4.3075
1,1,4.3769
1,1,4.4394
1,1,4.5105
1,1,4.58
1,1,4.6496
1,1,4.7215
1,1,4.7944
1,1,4.8664
1,1,4.934
1,1,5.0031
1,1,5.0735
